"column_number","column_name","column_label","column_class","has_missing","unique_values"
1250,"v2meharjrn_ord_codehigh","Harassment of journalists","numeric",TRUE,6
1251,"v2meharjrn_mean","Harassment of journalists","numeric",TRUE,279
1252,"v2meharjrn_nr","Harassment of journalists","numeric",TRUE,21
1253,"v2meslfcen","Media self-censorship","numeric",TRUE,1676
1254,"v2meslfcen_codelow","Media self-censorship","numeric",TRUE,1683
1255,"v2meslfcen_codehigh","Media self-censorship","numeric",TRUE,1686
1256,"v2meslfcen_sd","Media self-censorship","numeric",TRUE,528
1257,"v2meslfcen_osp","Media self-censorship","numeric",TRUE,1467
1258,"v2meslfcen_osp_codelow","Media self-censorship","numeric",TRUE,1383
1259,"v2meslfcen_osp_codehigh","Media self-censorship","numeric",TRUE,1419
1260,"v2meslfcen_osp_sd","Media self-censorship","numeric",TRUE,309
1261,"v2meslfcen_ord","Media self-censorship","haven_labelled, vctrs_vctr, double",TRUE,5
1262,"v2meslfcen_ord_codelow","Media self-censorship","numeric",TRUE,5
1263,"v2meslfcen_ord_codehigh","Media self-censorship","numeric",TRUE,5
1264,"v2meslfcen_mean","Media self-censorship","numeric",TRUE,222
1265,"v2meslfcen_nr","Media self-censorship","numeric",TRUE,22
1266,"v2mebias","Media bias","numeric",TRUE,1975
1267,"v2mebias_codelow","Media bias","numeric",TRUE,1917
1268,"v2mebias_codehigh","Media bias","numeric",TRUE,1983
1269,"v2mebias_sd","Media bias","numeric",TRUE,542
1270,"v2mebias_osp","Media bias","numeric",TRUE,1789
1271,"v2mebias_osp_codelow","Media bias","numeric",TRUE,1688
1272,"v2mebias_osp_codehigh","Media bias","numeric",TRUE,1718
1273,"v2mebias_osp_sd","Media bias","numeric",TRUE,433
1274,"v2mebias_ord","Media bias","haven_labelled, vctrs_vctr, double",TRUE,6
1275,"v2mebias_ord_codelow","Media bias","numeric",TRUE,6
1276,"v2mebias_ord_codehigh","Media bias","numeric",TRUE,6
1277,"v2mebias_mean","Media bias","numeric",TRUE,267
1278,"v2mebias_nr","Media bias","numeric",TRUE,22
1279,"v2pepwrses","Power distributed by socioeconomic position","numeric",TRUE,1561
1280,"v2pepwrses_codelow","Power distributed by socioeconomic position","numeric",TRUE,1572
1281,"v2pepwrses_codehigh","Power distributed by socioeconomic position","numeric",TRUE,1542
1282,"v2pepwrses_sd","Power distributed by socioeconomic position","numeric",TRUE,528
1283,"v2pepwrses_osp","Power distributed by socioeconomic position","numeric",TRUE,1424
1284,"v2pepwrses_osp_codelow","Power distributed by socioeconomic position","numeric",TRUE,1429
1285,"v2pepwrses_osp_codehigh","Power distributed by socioeconomic position","numeric",TRUE,1486
1286,"v2pepwrses_osp_sd","Power distributed by socioeconomic position","numeric",TRUE,369
1287,"v2pepwrses_ord","Power distributed by socioeconomic position","haven_labelled, vctrs_vctr, double",TRUE,6
1288,"v2pepwrses_ord_codelow","Power distributed by socioeconomic position","numeric",TRUE,6
1289,"v2pepwrses_ord_codehigh","Power distributed by socioeconomic position","numeric",TRUE,6
1290,"v2pepwrses_mean","Power distributed by socioeconomic position","numeric",TRUE,240
1291,"v2pepwrses_nr","Power distributed by socioeconomic position","numeric",TRUE,19
1292,"v2pepwrsoc","Power distributed by social group","numeric",TRUE,1315
1293,"v2pepwrsoc_codelow","Power distributed by social group","numeric",TRUE,1289
1294,"v2pepwrsoc_codehigh","Power distributed by social group","numeric",TRUE,1304
1295,"v2pepwrsoc_sd","Power distributed by social group","numeric",TRUE,515
1296,"v2pepwrsoc_osp","Power distributed by social group","numeric",TRUE,1239
1297,"v2pepwrsoc_osp_codelow","Power distributed by social group","numeric",TRUE,1164
1298,"v2pepwrsoc_osp_codehigh","Power distributed by social group","numeric",TRUE,1250
1299,"v2pepwrsoc_osp_sd","Power distributed by social group","numeric",TRUE,366
1300,"v2pepwrsoc_ord","Power distributed by social group","haven_labelled, vctrs_vctr, double",TRUE,6
1301,"v2pepwrsoc_ord_codelow","Power distributed by social group","numeric",TRUE,6
1302,"v2pepwrsoc_ord_codehigh","Power distributed by social group","numeric",TRUE,6
1303,"v2pepwrsoc_mean","Power distributed by social group","numeric",TRUE,234
1304,"v2pepwrsoc_nr","Power distributed by social group","numeric",TRUE,20
1305,"v2pepwrgen","Power distributed by gender","numeric",TRUE,1437
1306,"v2pepwrgen_codelow","Power distributed by gender","numeric",TRUE,1454
1307,"v2pepwrgen_codehigh","Power distributed by gender","numeric",TRUE,1436
1308,"v2pepwrgen_sd","Power distributed by gender","numeric",TRUE,511
1309,"v2pepwrgen_osp","Power distributed by gender","numeric",TRUE,1315
1310,"v2pepwrgen_osp_codelow","Power distributed by gender","numeric",TRUE,1236
1311,"v2pepwrgen_osp_codehigh","Power distributed by gender","numeric",TRUE,1310
1312,"v2pepwrgen_osp_sd","Power distributed by gender","numeric",TRUE,296
1313,"v2pepwrgen_ord","Power distributed by gender","haven_labelled, vctrs_vctr, double",TRUE,6
1314,"v2pepwrgen_ord_codelow","Power distributed by gender","numeric",TRUE,5
1315,"v2pepwrgen_ord_codehigh","Power distributed by gender","numeric",TRUE,6
1316,"v2pepwrgen_mean","Power distributed by gender","numeric",TRUE,238
1317,"v2pepwrgen_nr","Power distributed by gender","numeric",TRUE,20
1318,"v2peedueq","Educational equality","numeric",TRUE,1388
1319,"v2peedueq_codelow","Educational equality","numeric",TRUE,1357
1320,"v2peedueq_codehigh","Educational equality","numeric",TRUE,1339
1321,"v2peedueq_sd","Educational equality","numeric",TRUE,529
1322,"v2peedueq_osp","Educational equality","numeric",TRUE,1321
1323,"v2peedueq_osp_codelow","Educational equality","numeric",TRUE,1237
1324,"v2peedueq_osp_codehigh","Educational equality","numeric",TRUE,1299
1325,"v2peedueq_osp_sd","Educational equality","numeric",TRUE,382
1326,"v2peedueq_ord","Educational equality","haven_labelled, vctrs_vctr, double",TRUE,6
1327,"v2peedueq_ord_codelow","Educational equality","numeric",TRUE,6
1328,"v2peedueq_ord_codehigh","Educational equality","numeric",TRUE,6
1329,"v2peedueq_mean","Educational equality","numeric",TRUE,247
1330,"v2peedueq_nr","Educational equality","numeric",TRUE,20
1331,"v2pehealth","Health equality","numeric",TRUE,1440
1332,"v2pehealth_codelow","Health equality","numeric",TRUE,1439
1333,"v2pehealth_codehigh","Health equality","numeric",TRUE,1436
1334,"v2pehealth_sd","Health equality","numeric",TRUE,521
1335,"v2pehealth_osp","Health equality","numeric",TRUE,1341
1336,"v2pehealth_osp_codelow","Health equality","numeric",TRUE,1303
1337,"v2pehealth_osp_codehigh","Health equality","numeric",TRUE,1292
1338,"v2pehealth_osp_sd","Health equality","numeric",TRUE,374
1339,"v2pehealth_ord","Health equality","haven_labelled, vctrs_vctr, double",TRUE,6
1340,"v2pehealth_ord_codelow","Health equality","numeric",TRUE,6
1341,"v2pehealth_ord_codehigh","Health equality","numeric",TRUE,6
1342,"v2pehealth_mean","Health equality","numeric",TRUE,246
1343,"v2pehealth_nr","Health equality","numeric",TRUE,20
1344,"v2peapsecon","Access to public services distributed by socio-economic position","numeric",TRUE,1133
1345,"v2peapsecon_codelow","Access to public services distributed by socio-economic position","numeric",TRUE,1139
1346,"v2peapsecon_codehigh","Access to public services distributed by socio-economic position","numeric",TRUE,1127
1347,"v2peapsecon_sd","Access to public services distributed by socio-economic position","numeric",TRUE,461
1348,"v2peapsecon_osp","Access to public services distributed by socio-economic position","numeric",TRUE,1089
1349,"v2peapsecon_osp_codelow","Access to public services distributed by socio-economic position","numeric",TRUE,1045
1350,"v2peapsecon_osp_codehigh","Access to public services distributed by socio-economic position","numeric",TRUE,1021
1351,"v2peapsecon_osp_sd","Access to public services distributed by socio-economic position","numeric",TRUE,323
1352,"v2peapsecon_ord","Access to public services distributed by socio-economic position","haven_labelled, vctrs_vctr, double",TRUE,6
1353,"v2peapsecon_ord_codelow","Access to public services distributed by socio-economic position","numeric",TRUE,6
1354,"v2peapsecon_ord_codehigh","Access to public services distributed by socio-economic position","numeric",TRUE,6
1355,"v2peapsecon_mean","Access to public services distributed by socio-economic position","numeric",TRUE,152
1356,"v2peapsecon_nr","Access to public services distributed by socio-economic position","numeric",TRUE,15
1357,"v2peasjsoecon","Access to state jobs by socio-economic position","numeric",TRUE,1020
1358,"v2peasjsoecon_codelow","Access to state jobs by socio-economic position","numeric",TRUE,1032
1359,"v2peasjsoecon_codehigh","Access to state jobs by socio-economic position","numeric",TRUE,1038
1360,"v2peasjsoecon_sd","Access to state jobs by socio-economic position","numeric",TRUE,476
1361,"v2peasjsoecon_osp","Access to state jobs by socio-economic position","numeric",TRUE,992
1362,"v2peasjsoecon_osp_codelow","Access to state jobs by socio-economic position","numeric",TRUE,955
1363,"v2peasjsoecon_osp_codehigh","Access to state jobs by socio-economic position","numeric",TRUE,952
1364,"v2peasjsoecon_osp_sd","Access to state jobs by socio-economic position","numeric",TRUE,376
1365,"v2peasjsoecon_ord","Access to state jobs by socio-economic position","haven_labelled, vctrs_vctr, double",TRUE,6
1366,"v2peasjsoecon_ord_codelow","Access to state jobs by socio-economic position","numeric",TRUE,6
1367,"v2peasjsoecon_ord_codehigh","Access to state jobs by socio-economic position","numeric",TRUE,6
1368,"v2peasjsoecon_mean","Access to state jobs by socio-economic position","numeric",TRUE,143
1369,"v2peasjsoecon_nr","Access to state jobs by socio-economic position","numeric",TRUE,15
1370,"v2peasbecon","Access to state business opportunities by socio-economic position","numeric",TRUE,999
1371,"v2peasbecon_codelow","Access to state business opportunities by socio-economic position","numeric",TRUE,1003
1372,"v2peasbecon_codehigh","Access to state business opportunities by socio-economic position","numeric",TRUE,991
1373,"v2peasbecon_sd","Access to state business opportunities by socio-economic position","numeric",TRUE,448
1374,"v2peasbecon_osp","Access to state business opportunities by socio-economic position","numeric",TRUE,983
1375,"v2peasbecon_osp_codelow","Access to state business opportunities by socio-economic position","numeric",TRUE,899
1376,"v2peasbecon_osp_codehigh","Access to state business opportunities by socio-economic position","numeric",TRUE,974
1377,"v2peasbecon_osp_sd","Access to state business opportunities by socio-economic position","numeric",TRUE,305
1378,"v2peasbecon_ord","Access to state business opportunities by socio-economic position","haven_labelled, vctrs_vctr, double",TRUE,6
1379,"v2peasbecon_ord_codelow","Access to state business opportunities by socio-economic position","numeric",TRUE,6
1380,"v2peasbecon_ord_codehigh","Access to state business opportunities by socio-economic position","numeric",TRUE,6
1381,"v2peasbecon_mean","Access to state business opportunities by socio-economic position","numeric",TRUE,149
1382,"v2peasbecon_nr","Access to state business opportunities by socio-economic position","numeric",TRUE,15
1383,"v2clgencl","Gender equality in respect for civil liberties","numeric",TRUE,1118
1384,"v2clgencl_codelow","Gender equality in respect for civil liberties","numeric",TRUE,1128
1385,"v2clgencl_codehigh","Gender equality in respect for civil liberties","numeric",TRUE,1146
1386,"v2clgencl_sd","Gender equality in respect for civil liberties","numeric",TRUE,463
1387,"v2clgencl_osp","Gender equality in respect for civil liberties","numeric",TRUE,1086
1388,"v2clgencl_osp_codelow","Gender equality in respect for civil liberties","numeric",TRUE,1081
1389,"v2clgencl_osp_codehigh","Gender equality in respect for civil liberties","numeric",TRUE,1035
1390,"v2clgencl_osp_sd","Gender equality in respect for civil liberties","numeric",TRUE,351
1391,"v2clgencl_ord","Gender equality in respect for civil liberties","haven_labelled, vctrs_vctr, double",TRUE,6
1392,"v2clgencl_ord_codelow","Gender equality in respect for civil liberties","numeric",TRUE,6
1393,"v2clgencl_ord_codehigh","Gender equality in respect for civil liberties","numeric",TRUE,6
1394,"v2clgencl_mean","Gender equality in respect for civil liberties","numeric",TRUE,150
1395,"v2clgencl_nr","Gender equality in respect for civil liberties","numeric",TRUE,15
1396,"v2peapsgen","Access to public services distributed by gender","numeric",TRUE,965
1397,"v2peapsgen_codelow","Access to public services distributed by gender","numeric",TRUE,940
1398,"v2peapsgen_codehigh","Access to public services distributed by gender","numeric",TRUE,956
1399,"v2peapsgen_sd","Access to public services distributed by gender","numeric",TRUE,432
1400,"v2peapsgen_osp","Access to public services distributed by gender","numeric",TRUE,926
1401,"v2peapsgen_osp_codelow","Access to public services distributed by gender","numeric",TRUE,921
1402,"v2peapsgen_osp_codehigh","Access to public services distributed by gender","numeric",TRUE,828
1403,"v2peapsgen_osp_sd","Access to public services distributed by gender","numeric",TRUE,349
1404,"v2peapsgen_ord","Access to public services distributed by gender","haven_labelled, vctrs_vctr, double",TRUE,6
1405,"v2peapsgen_ord_codelow","Access to public services distributed by gender","numeric",TRUE,6
1406,"v2peapsgen_ord_codehigh","Access to public services distributed by gender","numeric",TRUE,6
1407,"v2peapsgen_mean","Access to public services distributed by gender","numeric",TRUE,144
1408,"v2peapsgen_nr","Access to public services distributed by gender","numeric",TRUE,15
1409,"v2peasjgen","Access to state jobs by gender","numeric",TRUE,1081
1410,"v2peasjgen_codelow","Access to state jobs by gender","numeric",TRUE,1098
1411,"v2peasjgen_codehigh","Access to state jobs by gender","numeric",TRUE,1114
1412,"v2peasjgen_sd","Access to state jobs by gender","numeric",TRUE,460
1413,"v2peasjgen_osp","Access to state jobs by gender","numeric",TRUE,1060
1414,"v2peasjgen_osp_codelow","Access to state jobs by gender","numeric",TRUE,1031
1415,"v2peasjgen_osp_codehigh","Access to state jobs by gender","numeric",TRUE,1026
1416,"v2peasjgen_osp_sd","Access to state jobs by gender","numeric",TRUE,345
1417,"v2peasjgen_ord","Access to state jobs by gender","haven_labelled, vctrs_vctr, double",TRUE,6
1418,"v2peasjgen_ord_codelow","Access to state jobs by gender","numeric",TRUE,6
1419,"v2peasjgen_ord_codehigh","Access to state jobs by gender","numeric",TRUE,6
1420,"v2peasjgen_mean","Access to state jobs by gender","numeric",TRUE,147
1421,"v2peasjgen_nr","Access to state jobs by gender","numeric",TRUE,15
1422,"v2peasbgen","Access to state business opportunities by gender","numeric",TRUE,1003
1423,"v2peasbgen_codelow","Access to state business opportunities by gender","numeric",TRUE,996
1424,"v2peasbgen_codehigh","Access to state business opportunities by gender","numeric",TRUE,1002
1425,"v2peasbgen_sd","Access to state business opportunities by gender","numeric",TRUE,455
1426,"v2peasbgen_osp","Access to state business opportunities by gender","numeric",TRUE,979
1427,"v2peasbgen_osp_codelow","Access to state business opportunities by gender","numeric",TRUE,928
1428,"v2peasbgen_osp_codehigh","Access to state business opportunities by gender","numeric",TRUE,967
1429,"v2peasbgen_osp_sd","Access to state business opportunities by gender","numeric",TRUE,331
1430,"v2peasbgen_ord","Access to state business opportunities by gender","haven_labelled, vctrs_vctr, double",TRUE,6
1431,"v2peasbgen_ord_codelow","Access to state business opportunities by gender","numeric",TRUE,6
1432,"v2peasbgen_ord_codehigh","Access to state business opportunities by gender","numeric",TRUE,6
1433,"v2peasbgen_mean","Access to state business opportunities by gender","numeric",TRUE,148
1434,"v2peasbgen_nr","Access to state business opportunities by gender","numeric",TRUE,15
1435,"v2pepwrgeo","Power distributed by urban-rural location","numeric",TRUE,1145
1436,"v2pepwrgeo_codelow","Power distributed by urban-rural location","numeric",TRUE,1153
1437,"v2pepwrgeo_codehigh","Power distributed by urban-rural location","numeric",TRUE,1134
1438,"v2pepwrgeo_sd","Power distributed by urban-rural location","numeric",TRUE,470
1439,"v2pepwrgeo_osp","Power distributed by urban-rural location","numeric",TRUE,1121
1440,"v2pepwrgeo_osp_codelow","Power distributed by urban-rural location","numeric",TRUE,1071
1441,"v2pepwrgeo_osp_codehigh","Power distributed by urban-rural location","numeric",TRUE,1147
1442,"v2pepwrgeo_osp_sd","Power distributed by urban-rural location","numeric",TRUE,361
